,Title,Published_date,Views,Month
6617,Bhagaa Diya: Simran (Dialogue Promo 5) | Kangana Ranaut,13-09-2017,70476,Sep
6618,Peeche Mudh Kr Mat Dekh Na : Simran (Dialogue Promo 4) | Kangana Ranaut,13-09-2017,76025,Sep
6619,I Can Pay For This: Simran (Dialogue Promo 3) | Kangana Ranaut,13-09-2017,73576,Sep
6620,"Bhoomi : Kho Diya Video Song | Sanjay Dutt, Aditi Rao Hydari | Sachin Sanghvi | Sachin-Jigar",13-09-2017,582096,Sep
6621,Aa Toh Sahii Song Teaser | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee  Meet Bros |Neha Kakkar,13-09-2017,1029913,Sep
6622,Aa To Sahii Full Audio Song | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee  Meet Bros |Neha Kakkar,12-09-2017,4837339,Sep
6623,Judwaa 2 Full Album | Audio Jukebox |  Judwaa 2 | Varun | Jacqueline | Taapsee,12-09-2017,1966009,Sep
6624,Laagi Na Choote Full Song | A Gentleman-SSR | Sidharth |Jacqueline | Arijit Singh |Shreya  |Raj & DK,12-09-2017,36891841,Sep
6625,Chef:  Shugal Laga Le Video Song With Lyrics | Saif Ali Khan | Raghu Dixit | T-Series,12-09-2017,204778,Sep
6626,Making of Trippy Trippy Song | Bhoomi |  Sunny Leone,12-09-2017,449121,Sep
6627,Aditi Singh Sharma: Meet (Audio Song) | Simran | Kangana Ranaut,11-09-2017,876767,Sep
6628,"Making Of Will You Marry Me Video Song  | Bhoomi | Aditi Rao Hydari, Sidhant | Sachin - Jigar",11-09-2017,253740,Sep
6629,CHEF: Tere Mere Video Song | Saif Ali Khan | Amaal Mallik feat. Armaan Malik | T-Series,11-09-2017,10833821,Sep
6630,Chandralekha Full Video Song | A Gentleman -SSR | Sidharth | Jacqueline | Sachin-Jigar | Raj&DK,10-09-2017,8557790,Sep
6631,Lift Teri Bandh Hai Full Song | Judwaa 2 | Varun | Jacqueline | Taapsee | Anu Malik,10-09-2017,10243568,Sep
6632,Baat Ban Jaye Full Video Song | A Gentleman - SSR | Sidharth | Jacqueline | Sachin-Jigar | Raj&DK,09-09-2017,11216201,Sep
6633,Raxstar: Sun Raha Video Song | Shreya Ghoshal | Latest Song 2017,09-09-2017,1449347,Sep
6634,Chef:  Shugal Laga Le Full Audio Song | Saif Ali Khan | Raghu Dixit | T-Series,09-09-2017,43659,Sep
6635,Knight Rider Video Song |  G Deep | Latest Song 2017 | T-Series,09-09-2017,775455,Sep
6636,Mohalle Ki Badnaami: Bhoomi (Dialogue Promo 7) | Sanjay Dutt | Aditi Rao Hydari,09-09-2017,56155,Sep
6637,Raxstar: Sun Raha Song Teaser | Shreya Ghoshal | Releasing Tomorrow,08-09-2017,62952,Sep
6638,On Location: Making of Baadshaho,08-09-2017,274636,Sep
6639,"Kaavaan Kaavaan Reloaded | Lucknow Central | Farhan, Diana, Gippy | Tanishk, Sukhwinder, Renesa",08-09-2017,1789563,Sep
6640,Gawahi: Bhoomi (Dialogue Promo 6) | Sanjay Dutt | Aditi Rao Hydari,08-09-2017,67744,Sep
6641,Tum Se Hi Song | T-Series Acoustics | Aditi Singh Sharma,07-09-2017,344923,Sep
6642,Suno Ganpati Bappa Morya Lyrical | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee | Sajid-Wajid,07-09-2017,254518088,Sep
6643,Lift Teri Bandh Hai Song | Judwaa 2 | Varun | Jacqueline | Taapsee | David Dhawan | Anu Malik,07-09-2017,105733440,Sep
6644,Simran Title Song (Lyrical) | Simran |  Kangana Ranaut | Sachin-Jigar,06-09-2017,103684,Sep
6645,Birthday Special:  Hits of Akshay Kumar | Video Jukebox | Akshay Kumar Songs | "Latest Hindi Songs",06-09-2017,587936,Sep
6646,Making of Baadshaho With Director Milan Luthria,06-09-2017,88035,Sep
6647,Chef:  Shugal Laga Le Video Song | Saif Ali Khan | Raghu Dixit | T-Series,06-09-2017,351673,Sep
6648,"Bhoomi: Jai Mata Di (Lyrical Video) | Sanjay Dutt, Aditi Rao Hydari | Ajay Gogavle |Sachin - Jigar",05-09-2017,154983,Sep
6649,Single Rehne De Lyrical Video | Simran | Kangana Ranaut | Sachin-Jigar,05-09-2017,481467,Sep
6650,Suno Ganpati Bappa Morya Full Song | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee | Sajid-Wajid,05-09-2017,1531353,Sep
6651,"Shradh Ke Baad: Bhoomi (Dialogue Promo 5) | Sanjay Dutt, Aditi Rao Hydari",05-09-2017,33497,Sep
6652,Song Teaser: Oonchi Hai Building 2.0 | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee,05-09-2017,2520415,Sep
6653,"Mere Rashke Qamar Full Song | Baadshaho | Ajay Devgn, Ileana|  Nusrat & Rahat Fateh Ali Khan Tanisk",04-09-2017,39503362,Sep
6654,"Piya More Full Song | Baadshaho | Emraan Hashmi | Sunny Leone | Mika Singh, Neeti Mohan",04-09-2017,44558729,Sep
6655,Chalti Hai Kya 9 Se 12 Song Making | Judwaa 2 | Varun | Jacqueline | Taapsee | David Dhawan,04-09-2017,3716767,Sep
6656,"Fashion Queen Video Song | Soundarya Sharma | Raahi, Nickk | Ranchi Diaries",04-09-2017,2518178,Sep
6657,"Bhoomi : Kho Diya Lyrical Song | Sanjay Dutt, Aditi Rao Hydari | Sachin Sanghvi | Sachin-Jigar",03-09-2017,1562856,Sep
6658,Duniya Ka Konsa Baap Esa Hai Jo Apni Beti Se Pyaar Nhi Krta: Bhoomi (Dialogue Promo 4),03-09-2017,98473,Sep
6659,Ganesh Aarti (Lyrical Video) | Sanjay Dutt | Bhoomi,03-09-2017,143569,Sep
6660,Knight Rider: G-Deep (Song Trailer) | Latest Punjabi Song 2017 | Releasing Soon,02-09-2017,84355,Sep
6661,"Will You Marry Me Lyrical Video | Bhoomi |Aditi Rao Hydari, Sidhant | Sachin - Jigar |Divya&Jonita",02-09-2017,842218,Sep
6662,Tulsi Kumar: Mere Rashke Qamar Lyrical (Female Version) Baadshaho | Ajay Devgn & Ileana D'Cruz,02-09-2017,1063650,Sep
6663,Eid Mubarak Video With Lyrical | Daddy | Arjun Rampal | Aishwarya Rajesh,02-09-2017,88196,Sep
6664,Single Rehne De Video Song | Simran | Kangana Ranaut | Sachin-Jigar,02-09-2017,10888343,Sep
6665,Making of Eid Mubarak Video Song | Daddy | Arjun Rampal | Aishwarya Rajesh,02-09-2017,68535,Sep
6666,"Bhoomi : Daag Lyrical Video | Sanjay Dutt, Aditi Rao Hydari | Sukhwinder Singh | Sachin - Jigar",01-09-2017,104266,Sep
6667,Chor Aavega Full Audio Song | Baadshaho | Ajay Devgn | Emraan Hashmi | Anthony Rohit Manjrekar,01-09-2017,53926,Sep
6668,Chor Aavega Video Song | Baadshaho | Ajay Devgn | Emraan Hashmi | Anthony Rohit Manjrekar,01-09-2017,604908,Sep
6669,"Jindwa Lyrical Video Song | Partition 1947 | Huma Qureshi, Om Puri, Hugh Bonneville",01-09-2017,53437,Sep
6670,Naiyo Jeena Full Video Song | The Rally | Mirza &  Arshin Mehta,01-09-2017,50790,Sep
6671,"Bhoomi: Daag Video Song | Sanjay Dutt, Aditi Rao Hydari | Sukhwinder Singh | Sachin - Jigar",01-09-2017,958213,Sep
6672,Botal Khol (The Baller‚??s Anthem) - Knox Artiste Feat. Jasmine Sandlas & Mafia | New Song 2017,01-09-2017,8456815,Sep
6673,Chef Official Trailer |  Saif Ali Khan | Raja Krishna Menon,31-08-2017,8128025,Aug
6674,Suno Ganpati Bappa Morya Song | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee | Sajid-Wajid,31-08-2017,36258663,Aug
6675,Hoshiyar Rehna With Lyrics | Baadshaho | Neeraj Arya | Kabir Caf√© | T-Series,30-08-2017,623711,Aug
6676,Baadshaho ‚?? In Cinemas Now || Book Your Tickets On Paytm,30-08-2017,40916,Aug
6677,Meet Lyrical Video Song | Simran | Arijit Singh |  Kangana Ranaut | Sachin-Jigar,30-08-2017,677394,Aug
6678,"Palak Muchhal: Zindagi Bana Loon Song (Full Video) | Sweetiee Weds NRI | Himansh Kohli, Zoya Afroz",30-08-2017,52980832,Aug
6679,"O Saathiya Full Song | Sweetiee Weds NRI | Himansh Kohli, Zoya Afroz | Armaan Malik, Arko",30-08-2017,7737745,Aug
6680,Baras Ja Full Audio Song | Simran | Kangana Ranaut | Sachin-Jigar | Mohit Chauhan,30-08-2017,232029,Aug
6681,Arijit Singh: Rangdaari Lyrical Video | Lucknow Central | Farhan Akhtar Diana Penty |Arjunna Harjaie,29-08-2017,6981875,Aug
6682,Chalti Hai Kya 9 Se 12 Lyrical | Judwaa 2 | Varun | Jacqueline | Taapsee | David Dhawan | Anu Malik,29-08-2017,48142236,Aug
6683,"Making of Hoshiyar Rehna Video Song | Baadshaho | Ajay Devgn, Emraan Hashmi Esha Gupta",29-08-2017,181855,Aug
6684,Khaana Khaake Song (Full Video) l Jagga Jasoos l Ranbir Kapoor | Katrina Kaif Pritam Amitabh B,29-08-2017,282261,Aug
6685,Aala Re Aala Ganesha Song Making | Daddy | Arjun Rampal | Aishwarya Rajesh,29-08-2017,49417,Aug
6686,"Atif Aslam: Musafir  Full Video |Sweetiee Weds NRI |Himansh Kohli, Zoya Afroz |Palak &Palash Muchhal",29-08-2017,9500742,Aug
6687,Bhoomi: Lag Ja Gale Lyrical | Rahat Fateh Ali Khan | Sachin-Jigar | Aditi Rao Hydari | Sidhant,29-08-2017,5492344,Aug
6688,"Kinara Song (Full Video) | Sweetiee Weds NRI | Himansh Kohli, Zoya Afroz | Palash Muchhal",29-08-2017,12268566,Aug
6689,"Musafir Full Video Song | Jagga Jasoos | Ranbir Kapoor, Katrina Kaif | Pritam",29-08-2017,2102461,Aug
6690,Kudi Gujarat Di  Full Video Song | Sweetiee Weds NRI | Jasbir Jassi | Jaidev Kumar,29-08-2017,544602,Aug
6691,Suno Ganpati Bappa Morya Teaser | Judwaa 2 | Varun Dhawan | Jacqueline | Taapsee | Sajid-Wajid,29-08-2017,729042,Aug
6692,"Will You Marry Me Video Song | Bhoomi |Aditi Rao Hydari, Sidhant | Sachin - Jigar |Divya&Jonita",29-08-2017,8557704,Aug
6693,Chalti Hai Kya 9 Se 12 (Full Audio) | Judwaa 2 | Varun | Jacqueline |Taapsee |David Dhawan|Anu Malik,28-08-2017,7767965,Aug
6694,"Wedding Song (Full Video) | Sweetiee Weds NRI | Himansh Kohli, Zoya Afroz  | Palash Muchhal",28-08-2017,3637343,Aug
6695,"Bhoomi : Kho Diya Full Audio Song | Sanjay Dutt, Aditi Rao Hydari | Sachin Sanghvi | Sachin-Jigar",28-08-2017,252842,Aug
6696,Exclusive Interview: Sidharth Malhotra | Jacqueline Fernandez | A Gentleman Sundar Susheel Risky,28-08-2017,27363,Aug
6697,Exclusive Interview || A R Rahman || Partition 1947,28-08-2017,12836,Aug
6698,"Will You Marry Me Full Audio Song | Bhoomi | Sanjay Dutt, Aditi Rao Hydari | Sachin - Jigar",28-08-2017,128806,Aug
6699,"Bhoomi: Jai Mata Di (Full Audio Song) | Sanjay Dutt, Aditi Rao Hydari | Ajay Gogavle |Sachin - Jigar",28-08-2017,95661,Aug
6700,"Bhoomi : Daag Full Audio Song | Sanjay Dutt, Aditi Rao Hydari | Sukhwinder Singh | Sachin - Jigar",28-08-2017,198819,Aug
6701,"Bhoomi Full Album | Audio Jukebox | Sanjay Dutt, Aditi Rao Hydari | Sachin-Jigar",28-08-2017,101575,Aug
6702,Bhoomi Trailer Launch Event | Sanjay Dutt  | Aditi Rao Hydari,28-08-2017,27775,Aug
6703,Ullu Ka Pattha Full Video Song | Jagga Jasoos | Ranbir Katrina | Pritam Amitabh B Arijit Singh,25-08-2017,31496402,Aug
6704,"Jagga Jasoos :Jhumritalaiyya Full Video Song l Ranbir, Katrina | Pritam Arijit, Mohan | Neelesh",25-08-2017,4985583,Aug
6705,"Jagga Jasoos: Phir Wahi Full Video Song | Ranbir, Katrina | Pritam, Arijit | Amitabh B",25-08-2017,730752,Aug
6706,"Jagga Jasoos: Galti Se Mistake Full Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",25-08-2017,65950583,Aug
6707,EXCLUSIVE INTERVIEW : Gurinder Chadha & Huma Qureshi | Partition 1947,25-08-2017,13413,Aug
6708,"PARTITION 1947 : Music Launch Event | A R Rahman, Huma Qureshi, Gurinder Chadha",25-08-2017,10006,Aug
6709,Miraya: Yalla Yalla Video Song | Dr. Zeus Feat. Fateh,25-08-2017,3926958,Aug
6710,Simran Title Song (Full Audio) | Simran |  Kangana Ranaut | Sachin-Jigar,25-08-2017,47373,Aug
6711,Majaa Ni Life Full Audio Song | Simran | Kangana Ranaut | Sachin-Jigar,25-08-2017,20288,Aug
6712,Arijit Singh: Meet Full Audio Song | Simran | Kangana Ranaut | Sachin-Jigar,25-08-2017,846734,Aug
6713,Full Album: Simran | Audio Jukebox |  Kangana Ranaut | Hansal Mehta | Sachin-Jigar,25-08-2017,81749,Aug
6714,Arijit Singh: Meet Song | Simran | Kangana Ranaut | Sachin-Jigar,25-08-2017,3986490,Aug
6715,Ganesh Aarti (Full Audio) | Sanjay Dutt | Bhoomi,25-08-2017,774326,Aug
6716,Laagi Na Choote Lyrical Video | A Gentleman-SSR | Sidharth | Jacqueline | Arijit Singh | Raj & DK,25-08-2017,1403983,Aug
6717,Tulsi Kumar: Mere Rashke Qamar (Female Version) Baadshaho | Ajay Devgn & Ileana D'Cruz,25-08-2017,14046126,Aug
6718,"Baadshaho: Trailer Launch || Ajay Devgn, Emraan Hashmi, Esha Gupta, Vidyut Jamwal, Ileana D'Cruz",25-08-2017,70883,Aug
6719,Chalti Hai Kya 9 Se 12 Song | Judwaa 2 | Varun | Jacqueline | Taapsee | David Dhawan | Anu Malik,25-08-2017,152882555,Aug
6720,Lag Ja Gale Full Song (Audio) | Bhoomi |Rahat Fateh Ali Khan |Sachin-Jigar |Aditi Rao Hydari Sidhant,25-08-2017,869190,Aug
6721,Simran: Pinjra Tod Ke Lyrical Video | Kangana Ranaut | Sunidhi Chauhan | Sachin - Jigar,25-08-2017,217064,Aug
6722,Simran: Official Trailer Launch | Kangana Ranaut | Hansal Mehta,24-08-2017,20306,Aug
6723,Tutari Video Song | Shankar Mahadevan | Ganesh Chaturthi 2017 Special Song,24-08-2017,2148376,Aug
6724,Trippy Trippy Lyrical | BHOOMI | Sunny Leone | Neha Kakkar | Benny |Brijesh | Badshah | Sachin Jigar,24-08-2017,14247416,Aug
6725,"Hoshiyar Rehna Video Song | Baadshaho | Ajay Devgn, Emraan Hashmi, Esha Gupta, Ileana D'Cruz Vidyut",24-08-2017,6368745,Aug
6726,Chalti Hai Kya 9 Se12 Teaser | Judwaa 2 | Varun | Jacqueline| Taapsee |David Dhawan|Sajid Nadiadwala,24-08-2017,2871712,Aug
6727,Desi Tharre Mey Angrezi Wishkey Mila Di: Baadshaho (Dialogue Promo 16) Releasing 1 September,23-08-2017,320438,Aug
6728,Yeh Aadmi Nhi Apni Maut Hai: Baadshaho (Dialogue Promo 15) Releasing 1 September,23-08-2017,419575,Aug
6729,Dost Se Bada Dushman Koi Na Hove Hai: Baadshaho (Dialogue Promo 14) Releasing 1 September,23-08-2017,439518,Aug
6730,Zindagi Meri Dance Dance Making | Daddy | Arjun Rampal | Aishwarya Rajesh | Natasa Stankovic,23-08-2017,46340,Aug
6731,Daddy: Aala Re Aala Ganesha Song With Lyrics | Ganesh Chaturthi Special 2017,23-08-2017,8252564,Aug
6732,Arijit Singh : Rangdaari Video Song | Lucknow Central | Farhan Akhtar Diana Penty | Arjunna Harjaie,23-08-2017,2079705,Aug
6733,"Teen Kabootar Lyrical | Lucknow Central | Farhan, Gippy | Arjunna Harjaie ft Raftaar Divya Mohit",23-08-2017,48460,Aug
6734,"""Meer-E-Kaarwan"" Lyrical Video | Lucknow Central | Farhan, Diana, Gippy | Amit, Neeti, Rochak",23-08-2017,187470,Aug
6735,"Gentleman Rapper - A Gentleman - Sundar, Susheel, Risky | Sidharth | Jacqueline | Raj & DK",23-08-2017,600923,Aug
6736,Lag Ja Gale Song | Bhoomi | Rahat Fateh Ali Khan | Sachin-Jigar | Aditi Rao Hydari | Sidhant,23-08-2017,15711027,Aug
6737,"Daddy: Aala Re Aala Ganesha Full Song | Arjun Rampal, Aishwarya Rajesh",22-08-2017,210064,Aug
6738,Simran: Pinjra Tod Ke Full Song | Kangana Ranaut | Sunidhi Chauhan | Sachin - Jigar,22-08-2017,139920,Aug
6739,Bandook Meri Laila Song (Lyrics) | A Gentleman - SSR | Sidharth Jacqueline | Sachin-Jigar | Raftaar,22-08-2017,30520635,Aug
6740,"Simran: Lagdi Hai Thaai Lyrical Video | Kangana Ranaut | Guru Randhawa, Jonita Gandhi | Sachin-Jigar",22-08-2017,2600463,Aug
6741,Song Teaser: Yalla Yalla | Dr. Zeus | Feat. Fateh | Miraya,22-08-2017,65421,Aug
6742,"Bandook Meri Laila Song Making | A Gentleman- Sundar, Susheel, Risky | Sidharth | Jacqueline |Raj&DK",22-08-2017,478797,Aug
6743,Arziyan Video Song | Shaarib & Toshi | Kalim Shaikh,22-08-2017,2564567,Aug
6744,Trippy Trippy Full Song | BHOOMI |Sunny Leone | Neha Kakkar | Benny | Brijesh |Badshah |Sachin Jigar,22-08-2017,1935492,Aug
6745,"Laagi Na Choote Song | A Gentleman-Sundar, Susheel, Risky |Sidharth | Jacqueline | Arijit | Raj & DK",22-08-2017,4535587,Aug
6746,Hoshiyar Rehna Full Audio Song | Baadshaho | Neeraj Arya | Kabir Caf√© | T-Series,21-08-2017,47402,Aug
6747,Mere Rashke Qamar (Remix) Full Audio Song | Baadshaho | DJ Chetas | Ajay Devgn  Ileana D'Cruz,21-08-2017,5017078,Aug
6748,Mere Rashke Qamar (Female Version) | Baadshaho | Ajay Devgn & Ileana D'Cruz | Tulsi Kumar,21-08-2017,1807395,Aug
6749,"The Poster boys Anthem Full Song | Poster Boys | Sunny Deol, Bobby Deol, Shreyas Talpade",21-08-2017,71900,Aug
6750,Noor E Khuda Full Audio Song | Poster Boys | Kailash Kher | Sunny & Bobby Deol  Shreyas Talpade,21-08-2017,76789,Aug
6751,"Kendi Menoo Full Song | Poster Boys |Sunny&BobbyDeol Shreyas Talpade |Rishi Rich Yash, Sukriti, Ikka",21-08-2017,87426,Aug
6752,"Full Album: Daddy | Jukebox |  Arjun Rampal, Aishwarya Rajesh",21-08-2017,21142,Aug
6753,Zindagi Meri Dance Dance Song With Lyrics | Daddy | Arjun Rampal | Aishwarya Rajesh,20-08-2017,1312184,Aug
6754,"Kudiya Shehar Diyan Song With Lyrics | Poster Boys | Sunny Deol, Bobby Deol, Shreyas Talpade",20-08-2017,21324410,Aug
6755,Kaavaan Kaavaan (Remix) Full Audio Song | Lucknow Central | Farhan Akhtar,20-08-2017,213704,Aug
6756,Baaki Rab Pe Chhod De Full Audio | Lucknow Central | Farhan Akhtar | Tanishk Bagchi,20-08-2017,74737,Aug
6757,Song Teaser: Arziyan | Toshi Sabri  | Full Song Releasing 22 August 2017,19-08-2017,58187,Aug
6758,Rangdaari Full Audio Song | Lucknow Central | Farhan Akhtar | Arijit Singh | Arjunna Harjaie,19-08-2017,2774274,Aug
6759,"Full Album: Poster Boys | Jukebox | Sunny Deol,Bobby Deol,Shreyas Talpade",19-08-2017,77129,Aug
6760,"Teen Kabootar Full Audio | Lucknow Central | Farhan, Gippy | Arjunna Harjaie ft Raftaar Divya Mohit",19-08-2017,50187,Aug
6761,"Toilet Ka Jugaad Full Video | Toilet- Ek Prem Katha | Akshay Kumar, Bhumi Pednekar | Vickey",19-08-2017,12633730,Aug
6762,"Subha Ki Train Full Video Song | Akshay Kumar, Bhumi Pednekar | Sachet | ParamparaT-Series",19-08-2017,6992232,Aug
6763,Simran: Pinjra Tod Ke Video Song | Kangana Ranaut | Sunidhi Chauhan | Sachin - Jigar,19-08-2017,1345201,Aug
6764,Hawaon Mein Woh Aag Hai Lyrical Video Song | Raag Desh | Kunal Kapoor Amit Sadh Mohit Marwah,19-08-2017,179591,Aug
6765,"Hans Mat Pagli (Duet) Full Video | Toilet- Ek Prem Katha | Akshay Kumar, Bhumi | Sonu Nigam, Shreya",18-08-2017,15489036,Aug
6766,Exclusive Interview with Ajay Devgn & Ileana D'Cruz | Baadshaho | T-Series,18-08-2017,162236,Aug
6767,Exclusive Interview with Emraan Hashmi | Baadshaho | T-Series,18-08-2017,66744,Aug
6768,"Bakheda Full Video || Toilet- Ek Prem Katha | Akshay Kumar, Bhumi | Sukhwinder Singh,Sunidhi Chauhan",18-08-2017,1460801,Aug
6769,"Kendi Menoo Song | Poster Boys | Sunny & Bobby Deol, Shreyas Talpade |Rishi Rich Yash, Sukriti, Ikka",18-08-2017,2465780,Aug
6770,"Full Album: Lucknow Central | Jukebox |  Farhan Akhtar, Diana Penty, Gippy Grewal, Ronit Roy",18-08-2017,75209,Aug
6771,Teri Zameen Lyrical Video | Raag Desh | Kunal Kapoor Amit Sadh Mohit Marwah | T-Series,18-08-2017,63614,Aug
6772,Trippy Trippy Song | BHOOMI | Sunny Leone | Neha Kakkar | Benny | Brijesh | Badshah | Sachin Jigar,18-08-2017,75959084,Aug
6773,Bandook Meri Laila Full Audio | A Gentleman - SSR | Sidharth |Jacqueline|Sachin-Jigar|Raftaar|Raj&DK,18-08-2017,3996739,Aug
6774,Laagi Na Choote Full Audio | A Gentleman - SSR | Sidharth | Jacqueline | Arijit Singh Shreya Ghoshal,18-08-2017,1809317,Aug
6775,Trippy Trippy Teaser | Bhoomi | Sanjay Dutt Sunny Leone | Neha Kakkar Badshah | Sachin Jigar,17-08-2017,231512,Aug
6776,Gori Tu Latth Maar Full Video | Toilet- Ek Prem Katha | Akshay Kumar Bhumi Pednekar Sonu N Palak M,17-08-2017,17140445,Aug
6777,Bollywood Party With Meet Bros | Bollywood Songs 2017 | Best Bollywood Dance Songs | Video Jukebox,17-08-2017,392033,Aug
6778,"Full Album: A Gentleman - SSR | Jukebox | Sidharth, Jacqueline | Sachin-Jigar",17-08-2017,456105,Aug
6779,Divya Khosla Kumar's Cover Shoot | Behind The Scenes | Harper's Bazaar Bride - August issue,16-08-2017,119400,Aug
6780,"Teen Kabootar Video Song | Lucknow Central | Farhan, Gippy | Arjunna Harjaie ft Raftaar Divya Mohit",16-08-2017,962496,Aug
6781,Bandook Meri Laila Song | A Gentleman - SSR | Sidharth |Jacqueline | Sachin-Jigar | Raftaar | Raj&DK,16-08-2017,23710186,Aug
6782,Official Movie Teaser: Mangal Ho | Chakraborty Pritish | Aanushka Ramesh,16-08-2017,85259,Aug
6783,"Daddy: Aala Re Aala Ganesha Song | Arjun Rampal, Aishwarya Rajesh | Ganesh Chaturthi Special Song",15-08-2017,6286435,Aug
6784,Happy Independence Day : Tujhe Namaami Ho Lyrical Video | Raag Desh | T-Series,15-08-2017,109236,Aug
6785,National Anthem of India by Grammy Award Winner Ricky Kej,14-08-2017,405240,Aug
6786,"Do Dilon Ke Lyrical Song | Partition 1947 | Huma Qureshi,Om Puri,Hugh Bonneville,Gillian Anderson",14-08-2017,136007,Aug
6787,"Simran: Lagdi Hai Thaai  Audio Song | Kangana Ranaut | Guru Randhawa, Jonita Gandhi | Sachin-Jigar",14-08-2017,228239,Aug
6788,"Bandook Meri Laila Song Teaser |  A Gentleman - Sundar, Susheel, Risky | ‚?∫2 Days to Go",14-08-2017,270861,Aug
6789,Song Teaser : Aaja Mahi | Daisy Shah | Aaryan | Lijo George | Coming Soon,14-08-2017,1148059,Aug
6790,"Tuje Har Din Maaruga, Har Second Maruga: Bhoomi (Dialogue Promo 3) | Sanjay Dutt | Aditi Rao Hydari",13-08-2017,215995,Aug
6791,Mubarakan Title Song Full Video | Anil Kapoor | Arjun Kapoor | Ileana D‚??Cruz |Athiya Shetty |Badshah,13-08-2017,4568689,Aug
6792,Par Ghar Kaha Hota Hai Papa: Bhoomi (Dialogue Promo 2) | Sanjay Dutt | Aditi Rao Hydari,13-08-2017,223429,Aug
6793,Hide And Seek Toh Bache Khele Hai Yo Hide And Cheekhh: Bhoomi (Dialogue Promo 1),13-08-2017,104398,Aug
6794,Are You Tired? Because You Are Running In My Mind: Simran (Dialogue Promo 2) | Kangana Ranaut,13-08-2017,120303,Aug
6795,Haan Bolaugi Mein Boyfriends: Simran (Dialogue Promo 1) | Kangana Ranaut,13-08-2017,197701,Aug
6796,"Kudiya Shehar Diyan Audio Song | Poster Boys | Sunny Deol, Bobby Deol, Shreyas Talpade, Elli AvrRam",13-08-2017,311870,Aug
6797,Gori Tu Latth Maar Lyrical | Toilet- Ek Prem Katha | Akshay Kumar Bhumi Pednekar Sonu Nigam Palak M,13-08-2017,968628,Aug
6798,"Meer-E-Kaarwan Full Audio Song | Lucknow Central | Farhan, Diana, Gippy | Amit, Neeti, Rochak",13-08-2017,5516685,Aug
6799,Independence Day 2017: Celebrating Freedom - Happy Independence Day | Hindi Patriotic Songs,12-08-2017,170278,Aug
6800,Motion Poster: Aaja Mahi | Aaryan | Daisy Shah | Releasing on 16th August¬†2017,12-08-2017,72997,Aug
6801,"Yeh Kaam Tumare Siva Aur Koi Nhi Kr Sakta, Bavani: Baadshaho (Dialogue Promo12)Releasing 1 September",12-08-2017,153162,Aug
6802,Aapne Kabhi Saap Pakda Hai: Baadshaho (Dialogue Promo 13) Releasing 1 September,12-08-2017,56983,Aug
6803,Isse Kaam Mey Khatra Kuch Zada Hi Lage Hai: Baadshaho (Dialogue Promo 11) Releasing 1 September,12-08-2017,75737,Aug
6804,"Naa Sona Milega Na Sone Ko, Soch Lo: Baadshaho (Dialogue Promo 9) Releasing 1 September",12-08-2017,93930,Aug
6805,Ye Jo Samay Hai Na Sab Ki Leta Hai : Baadshaho (Dialogue Promo 10) Releasing 1 September,12-08-2017,180701,Aug
6806,Wo Ishq Hi Kya Jo Salamat Chhod De: Baadshaho (Dialogue Promo 7) Releasing 1 September,12-08-2017,787644,Aug
6807,Sona Churana Hai .. Wo Bhi Army Se:Baadshaho (Dialogue Promo 8) Releasing 1 September,12-08-2017,33472,Aug
6808,"Phele Karo, Phir Daro : Baadshaho (Dialogue Promo 6) Releasing 1 September",12-08-2017,328561,Aug
6809,Maut Jab Sir Pe Hoti Hai Zindagi Ki Kimat Tab Samj Mey Aati Hai : Baadshaho (Dialogue Promo 5),12-08-2017,305715,Aug
6810,Best of Sunidhi Chauhan Songs || Latest Hindi Songs || Bollywood Songs 2017 ||  Video Jukebox,12-08-2017,896703,Aug
6811,"""Kaavaan Kaavaan"" Lyrical Video | Lucknow Central | Farhan Akhtar, Gippy Grewal | Divya  Arjunna",12-08-2017,237742,Aug
6812,"Bandook Meri Laila Song Teaser |  A Gentleman - Sundar, Susheel, Risky | Sidharth | Jacqueline",12-08-2017,252387,Aug
6813,Dil Dhadke Louder Louder Full Video Song l MUBARAKAN | Anil Kapoor Arjun Kapoor | Ileana | Athiya,11-08-2017,4324513,Aug
6814,Haathon Mein Thhe Haath Full Video Song l MUBARAKAN | Anil Kapoor | Arjun Kapoor | Ileana | Athiya,11-08-2017,6810515,Aug
6815,"Mubarakan ""The Goggle Song"" Full Video | Anil Kapoor, Arjun Kapoor, Ileana D‚??Cruz, Athiya Shetty",11-08-2017,26343307,Aug
6816,"""Hawa Hawa"" (Full Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D‚??Cruz, Athiya Shetty",11-08-2017,340697149,Aug
6817,Jatt Jaguar Full Video Song | MUBARAKAN | Anil Kapoor | Arjun Kapoor | Ileana D‚??Cruz | Athiya Shetty,11-08-2017,2317477,Aug
